CustomerID,Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
9938,80,Male,55,58.02,Month-to-month,Mailed check,3290.92,No
18374,46,Male,34,143.35,Month-to-month,Electronic check,4830.95,No
92221,35,Female,54,112.47,Two year,Electronic check,6079.45,No
90730,25,Male,36,115.25,Month-to-month,Mailed check,4227.62,No
12397,24,Male,41,123.53,One year,Electronic check,5131.12,No
94922,62,Male,44,43.71,Month-to-month,Bank transfer,1912.12,No
33802,29,Female,64,146.51,Month-to-month,Mailed check,9383.79,Yes
1231,31,Female,4,140.07,One year,Bank transfer,539.32,No
20335,77,Female,32,55.11,Month-to-month,Credit card,1659.62,No
78044,23,Male,8,74.92,Two year,Electronic check,568.94,No
40351,21,Female,3,147.88,Month-to-month,Electronic check,436.48,Yes
50863,67,Female,37,116.5,Month-to-month,Electronic check,4415.3,No
65410,66,Male,24,53.66,Month-to-month,Credit card,1216.18,No
98466,72,Male,51,111.42,One year,Mailed check,5629.71,No
83943,41,Female,41,130.62,Month-to-month,Electronic check,5340.5,Yes
35641,30,Male,68,120.38,Month-to-month,Electronic check,8146.61,Yes
76610,53,Male,65,24.92,Two year,Mailed check,1645.34,No
1046,20,Male,11,25.07,Month-to-month,Electronic check,294.01,Yes
97796,18,Other,17,130.38,One year,Electronic check,2241.77,Yes
5938,44,Male,20,145.28,One year,Bank transfer,2917.28,No
57688,50,Female,4,75.98,Month-to-month,Electronic check,286.93,Yes
7896,47,Male,56,100.91,One year,Electronic check,5659.38,No
87485,59,Male,31,102.38,Month-to-month,Credit card,3257.43,Yes
17571,55,Male,1,97.29,One year,Credit card,132.5,Yes
53065,46,Male,67,23.14,Month-to-month,Credit card,1548.0,No
11142,63,Male,16,133.15,Month-to-month,Electronic check,2189.9,No
96937,54,Female,40,140.41,Month-to-month,Credit card,5609.95,No
50491,44,Male,69,49.93,Month-to-month,Bank transfer,3423.97,Yes
33223,41,Male,36,127.78,Month-to-month,Credit card,4610.59,No
82507,42,Female,34,77.94,Month-to-month,Mailed check,2533.3,Yes
36297,41,Male,16,69.26,Month-to-month,Mailed check,1099.93,No
67925,47,Male,16,102.69,One year,Mailed check,1584.32,No
94405,75,Female,63,101.81,Two year,Credit card,6502.19,No
84993,27,Male,72,144.13,Two year,Electronic check,10329.08,Yes
62123,35,Male,13,50.26,Month-to-month,Electronic check,606.6,Yes
65744,43,Male,45,40.29,Two year,Credit card,1776.33,No
40247,74,Male,51,30.3,One year,Mailed check,1481.8,No
16362,36,Male,11,54.63,Two year,Credit card,587.98,No
55939,36,Male,35,115.81,Month-to-month,Mailed check,4038.83,No
28675,23,Female,11,40.23,Month-to-month,Credit card,499.48,No
23958,31,Male,10,149.65,One year,Electronic check,1548.78,Yes
7859,31,Male,1,56.69,Month-to-month,Electronic check,58.76,Yes
94213,28,Female,57,140.99,Month-to-month,Electronic check,8010.67,No
63352,48,Female,9,70.38,Month-to-month,Electronic check,649.13,Yes
50199,72,Female,63,141.81,Month-to-month,Bank transfer,9010.96,No
55239,28,Female,33,59.37,Month-to-month,Electronic check,1909.94,No
98341,58,Male,25,138.05,Month-to-month,Credit card,3514.94,Yes
13706,33,Female,55,11.67,Month-to-month,Electronic check,651.31,No
13580,35,Male,43,114.25,Month-to-month,Bank transfer,4986.18,Yes
34571,50,Female,47,107.28,Two year,Credit card,5006.69,No
93622,33,Female,29,61.12,Month-to-month,Mailed check,1740.21,No
2105,73,Male,24,40.8,Two year,Bank transfer,1028.24,No
74361,80,Female,65,14.5,Month-to-month,Electronic check,1014.56,No
85889,27,Female,48,119.23,Month-to-month,Mailed check,5614.54,Yes
99907,56,Female,47,83.68,Month-to-month,Mailed check,3931.48,No
56430,41,Male,59,41.28,One year,Bank transfer,2451.79,No
86503,34,Male,61,86.65,One year,Mailed check,5293.58,No
12470,27,Male,70,130.68,One year,Electronic check,9095.38,No
14779,22,Male,16,96.6,Month-to-month,Mailed check,1543.88,No
27544,42,Female,21,117.73,Two year,Mailed check,2492.59,No
97977,48,Female,13,61.73,Month-to-month,Bank transfer,765.2,No
46123,24,Female,1,124.51,One year,Electronic check,115.57,No
49369,51,Female,16,104.61,One year,Bank transfer,1646.39,No
1333,37,Male,6,146.89,Two year,Electronic check,938.27,Yes
2361,53,Female,49,92.34,Month-to-month,Electronic check,4567.32,Yes
82418,24,Male,9,117.25,Month-to-month,Credit card,1059.36,Yes
45149,42,Male,40,139.61,Month-to-month,Electronic check,5572.48,Yes
7842,73,Other,57,73.74,Month-to-month,Mailed check,4247.2,No
86291,25,Female,26,26.7,Month-to-month,Electronic check,652.06,No
36035,34,Female,17,17.09,Month-to-month,Mailed check,308.7,Yes
18146,52,Male,45,121.67,One year,Electronic check,5362.3,No
70746,29,Female,26,140.91,Month-to-month,Bank transfer,3673.74,Yes
78804,79,Male,24,21.18,Two year,Electronic check,498.68,No
94236,43,Female,35,122.05,Two year,Bank transfer,4217.9,No
52491,29,Female,63,118.79,Month-to-month,Electronic check,7559.56,Yes
88895,79,Female,38,71.62,Month-to-month,Bank transfer,2785.2,No
59269,33,Male,32,35.38,Two year,Credit card,1163.45,No
19663,56,Female,72,23.96,One year,Bank transfer,1709.09,No
49826,69,Female,33,55.33,One year,Bank transfer,1744.35,No
1323,20,Female,32,99.03,Month-to-month,Bank transfer,3161.44,No
37624,36,Male,35,93.45,One year,Mailed check,3266.39,No
20087,68,Female,50,100.07,Month-to-month,Electronic check,4990.07,Yes
88366,66,Female,19,31.29,Month-to-month,Electronic check,647.11,No
92896,48,Male,16,142.67,One year,Credit card,2290.72,Yes
69588,42,Female,34,82.74,Month-to-month,Mailed check,2831.62,No
26587,32,Female,8,18.73,One year,Credit card,182.44,No
39879,27,Male,72,10.72,Month-to-month,Mailed check,824.4,Yes
75299,22,Male,57,56.9,One year,Mailed check,3112.82,No
53979,51,Male,54,52.34,One year,Electronic check,2814.32,No
49674,72,Female,58,143.95,Month-to-month,Electronic check,8328.68,Yes
75962,46,Female,11,120.0,Month-to-month,Bank transfer,1339.51,Yes
25356,44,Female,15,106.6,One year,Electronic check,1561.09,No
27734,41,Female,62,145.47,Two year,Mailed check,9028.43,Yes
18006,57,Female,49,37.73,One year,Electronic check,1835.24,No
22673,69,Male,10,105.87,Two year,Electronic check,1066.14,Yes
50381,64,Female,67,105.44,Two year,Credit card,7001.97,No
59039,22,Female,19,98.76,Month-to-month,Credit card,1830.12,No
43445,46,Male,50,27.91,One year,Mailed check,1393.3,No
2281,22,Other,50,97.84,Month-to-month,Mailed check,4916.0,No
77965,38,Male,60,18.38,Two year,Mailed check,1064.08,No
96126,25,Female,36,133.02,Month-to-month,Credit card,4812.69,No
77648,48,Female,62,68.28,One year,Electronic check,4166.82,No
31432,35,Male,38,116.1,Month-to-month,Electronic check,4367.86,No
31923,64,Other,69,110.85,Month-to-month,Bank transfer,7628.38,No
15809,51,Female,23,41.91,One year,Bank transfer,972.62,No
85542,50,Other,36,62.16,Two year,Bank transfer,2244.31,No
15496,35,Male,62,127.18,One year,Electronic check,7834.77,No
77432,75,Male,32,138.25,Month-to-month,Electronic check,4450.98,Yes
57937,79,Male,63,118.9,Month-to-month,Bank transfer,7558.02,No
18950,65,Female,56,55.01,Two year,Bank transfer,3082.16,No
22584,65,Male,28,136.75,One year,Bank transfer,3867.21,Yes
6749,52,Male,59,51.27,Month-to-month,Bank transfer,3136.09,Yes
80574,49,Female,16,136.5,One year,Electronic check,2147.31,No
53071,63,Male,53,95.54,Month-to-month,Mailed check,4985.11,No
1403,72,Male,15,26.31,One year,Credit card,469.03,No
37782,30,Male,58,99.57,Month-to-month,Electronic check,5765.25,No
64680,75,Male,41,75.94,One year,Mailed check,3069.54,No
79961,47,Male,57,84.6,Two year,Credit card,4837.77,No
23788,67,Female,66,96.36,One year,Electronic check,6416.19,No
30419,80,Male,53,82.18,One year,Credit card,4420.08,No
59035,25,Male,72,84.33,Month-to-month,Bank transfer,6098.75,Yes
20331,33,Male,45,143.06,Month-to-month,Electronic check,6462.73,Yes
95653,67,Female,21,17.51,Two year,Credit card,374.63,No
884,61,Female,12,21.76,Month-to-month,Electronic check,288.4,No
41516,26,Male,25,108.04,Month-to-month,Credit card,2599.04,Yes
14039,33,Male,34,115.84,One year,Electronic check,3955.24,No
44970,33,Male,23,40.24,One year,Credit card,949.28,No
32866,35,Female,41,115.47,Month-to-month,Bank transfer,4666.51,Yes
79369,74,Female,36,37.76,Month-to-month,Mailed check,1307.77,Yes
3254,51,Male,70,106.4,One year,Electronic check,7478.54,No
2938,49,Female,16,64.99,Two year,Mailed check,976.1,No
36839,18,Male,62,14.82,Month-to-month,Mailed check,1017.4,Yes
25040,24,Male,1,74.86,Month-to-month,Electronic check,111.85,Yes
23395,34,Male,52,106.12,Two year,Mailed check,5518.65,Yes
81993,55,Female,32,89.19,One year,Mailed check,2826.51,No
56294,77,Female,35,27.29,Two year,Credit card,976.67,No
1319,41,Female,67,101.08,Month-to-month,Credit card,6785.09,Yes
95285,62,Male,35,17.81,One year,Mailed check,621.17,No
32593,79,Female,2,59.6,Two year,Electronic check,90.2,No
86254,78,Female,63,91.1,Month-to-month,Electronic check,5806.36,No
79995,58,Female,53,115.02,Month-to-month,Mailed check,6062.29,No
63781,45,Other,57,92.43,One year,Mailed check,5247.96,No
37109,24,Male,23,76.51,Month-to-month,Electronic check,1864.58,No
1350,25,Female,46,81.65,One year,Mailed check,3827.89,No
4791,66,Other,26,120.19,Month-to-month,Electronic check,3114.9,No
96595,60,Male,6,144.49,Month-to-month,Electronic check,805.98,Yes
87445,22,Male,10,45.77,Month-to-month,Electronic check,486.18,No
87608,62,Female,17,17.57,Month-to-month,Mailed check,296.42,Yes
84334,42,Female,13,143.8,Month-to-month,Mailed check,1852.21,No
58135,77,Other,32,62.36,Month-to-month,Mailed check,1955.98,No
18635,21,Female,46,108.71,Two year,Electronic check,4984.22,No
3394,52,Male,37,31.07,One year,Mailed check,1168.54,No
72229,21,Female,22,116.88,One year,Credit card,2622.99,No
37588,63,Female,31,65.3,One year,Bank transfer,2037.7,No
11447,68,Other,57,145.89,One year,Electronic check,8309.99,No
92169,24,Male,50,24.08,Two year,Mailed check,1153.83,No
33055,63,Female,12,80.99,One year,Mailed check,999.31,No
93269,58,Male,40,49.99,Month-to-month,Electronic check,1957.32,No
59809,29,Male,6,71.23,Month-to-month,Bank transfer,446.97,Yes
61578,35,Male,34,20.46,Month-to-month,Electronic check,681.69,Yes
49661,40,Male,49,26.34,Month-to-month,Electronic check,1241.2,No
11061,79,Female,52,17.67,Month-to-month,Credit card,859.84,Yes
1551,43,Male,71,88.38,Month-to-month,Credit card,6275.46,No
80751,43,Female,17,12.44,Two year,Credit card,242.48,No
4511,52,Female,6,80.76,Month-to-month,Electronic check,447.9,Yes
26439,76,Female,26,104.22,One year,Electronic check,2758.14,No
86709,63,Male,65,54.17,One year,Bank transfer,3480.93,No
83004,33,Female,57,142.91,Month-to-month,Electronic check,8029.83,Yes
80167,39,Male,50,38.38,Two year,Mailed check,1866.15,No
48079,32,Male,69,123.79,Two year,Electronic check,8572.34,No
16302,73,Male,10,13.09,Month-to-month,Credit card,130.61,Yes
17495,75,Male,50,64.54,Month-to-month,Credit card,3305.64,Yes
85699,40,Female,23,63.58,Month-to-month,Electronic check,1412.81,Yes
61706,59,Male,8,78.68,Two year,Electronic check,587.89,No
49149,50,Male,35,40.37,Two year,Credit card,1417.57,No
70173,71,Male,9,93.18,Two year,Electronic check,902.09,Yes
96223,24,Female,20,64.03,Month-to-month,Electronic check,1268.25,Yes
52413,55,Female,19,17.38,Month-to-month,Credit card,390.67,No
97494,79,Female,5,34.73,One year,Electronic check,305.25,Yes
9094,33,Female,63,119.82,Month-to-month,Electronic check,7571.91,No
6268,52,Female,6,123.37,Month-to-month,Credit card,778.53,Yes
81824,35,Male,71,120.2,Month-to-month,Credit card,8597.58,No
40204,59,Male,36,44.73,One year,Mailed check,1602.71,No
69326,20,Female,66,93.33,One year,Electronic check,6167.72,No
57863,35,Female,58,28.18,One year,Credit card,1616.76,No
52992,51,Male,15,36.38,Month-to-month,Mailed check,468.9,No
89246,74,Female,41,71.85,Month-to-month,Electronic check,2841.12,No
26874,77,Female,59,137.33,Month-to-month,Bank transfer,8054.56,No
62597,34,Female,53,29.64,One year,Electronic check,1540.81,No
47746,29,Female,9,56.72,Month-to-month,Electronic check,530.0,Yes
40991,55,Male,57,131.13,Month-to-month,Bank transfer,7470.05,Yes
13929,40,Female,44,124.13,Two year,Bank transfer,5356.57,No
94954,52,Male,21,58.36,Month-to-month,Credit card,1237.28,No
18743,34,Male,17,22.5,One year,Credit card,400.18,No
1058,26,Male,54,53.76,Month-to-month,Bank transfer,2933.35,No
4338,66,Female,2,107.71,One year,Bank transfer,192.0,No
34171,26,Male,63,93.54,Month-to-month,Bank transfer,5871.22,Yes
96506,30,Female,52,128.52,Month-to-month,Mailed check,6752.46,No
2030,48,Male,57,27.86,One year,Electronic check,1542.96,No
1431,31,Male,36,35.48,Two year,Electronic check,1318.3,No
35084,27,Male,24,107.13,Month-to-month,Credit card,2610.14,Yes
33932,31,Male,17,95.84,Two year,Credit card,1586.37,No
55376,38,Female,69,51.56,Month-to-month,Electronic check,3576.55,No
22825,46,Male,41,145.49,Month-to-month,Bank transfer,5869.08,Yes
73647,46,Male,47,74.12,One year,Credit card,3454.91,No
25270,67,Female,18,66.02,Month-to-month,Bank transfer,1151.63,No
64035,34,Male,49,30.96,Month-to-month,Electronic check,1602.8,Yes
14806,48,Female,12,102.8,Month-to-month,Electronic check,1257.79,Yes
60298,77,Male,48,66.16,Month-to-month,Electronic check,3186.21,No
50079,36,Other,64,48.02,Month-to-month,Electronic check,3092.2,No
31592,51,Male,57,86.61,Two year,Electronic check,4864.26,No
586,23,Female,32,60.31,Month-to-month,Electronic check,1862.09,Yes
36905,66,Female,25,129.79,One year,Electronic check,3258.08,Yes
21333,54,Female,25,67.12,Month-to-month,Bank transfer,1649.62,Yes
39457,25,Male,16,149.9,Two year,Mailed check,2410.03,No
12534,61,Male,54,99.66,Month-to-month,Credit card,5304.01,Yes
40816,21,Male,12,58.78,One year,Bank transfer,751.55,No
68317,50,Female,14,66.04,Month-to-month,Electronic check,930.13,No
42918,40,Male,33,102.98,Month-to-month,Credit card,3444.81,No
5216,58,Male,47,93.44,One year,Mailed check,4465.62,No
83013,61,Male,47,112.62,Month-to-month,Electronic check,5315.0,No
40200,79,Female,29,79.22,One year,Credit card,2252.68,No
64274,18,Female,26,131.99,One year,Mailed check,3346.88,No
88544,32,Female,22,101.24,Month-to-month,Electronic check,2131.55,No
834,75,Female,12,66.6,Month-to-month,Electronic check,855.78,No
41273,43,Female,21,104.19,Two year,Electronic check,2239.18,No
79343,67,Female,39,48.43,Month-to-month,Mailed check,1911.15,No
35016,64,Male,70,52.9,Month-to-month,Electronic check,3667.68,No
66703,61,Female,42,47.8,Two year,Bank transfer,2059.9,No
65644,29,Male,29,85.61,One year,Mailed check,2580.08,No
18486,38,Male,8,57.82,Month-to-month,Electronic check,545.37,No
33334,28,Female,62,118.24,Month-to-month,Bank transfer,7320.71,No
13552,57,Female,2,147.78,One year,Credit card,300.86,Yes
95261,43,Female,69,98.38,One year,Mailed check,6844.86,No
17673,53,Female,31,105.75,Month-to-month,Electronic check,3308.66,Yes
23146,49,Male,62,25.99,Month-to-month,Electronic check,1575.88,No
61130,67,Female,44,106.55,Month-to-month,Mailed check,4669.59,No
69841,33,Male,35,138.2,Two year,Electronic check,4839.16,No
96987,46,Male,59,125.75,Month-to-month,Electronic check,7436.26,Yes
35754,58,Female,64,120.5,Month-to-month,Electronic check,7735.37,Yes
33460,31,Female,39,78.25,Month-to-month,Mailed check,2982.21,No
14269,53,Female,7,66.75,Month-to-month,Mailed check,476.19,No
22187,30,Male,42,72.99,One year,Electronic check,3107.98,No
15023,67,Male,32,66.2,Month-to-month,Mailed check,2094.09,No
11969,52,Female,34,23.91,Month-to-month,Electronic check,780.65,Yes
28566,48,Male,71,52.5,Month-to-month,Electronic check,3754.14,No
25842,40,Female,17,43.39,Month-to-month,Bank transfer,754.3,No
279,79,Male,48,77.48,Month-to-month,Electronic check,3723.19,No
76183,78,Male,22,87.88,Month-to-month,Electronic check,1912.83,Yes
6149,63,Female,62,50.88,Month-to-month,Credit card,3125.76,No
61297,50,Male,22,97.52,Month-to-month,Credit card,2063.94,Yes
77960,63,Female,52,92.1,One year,Electronic check,4736.26,No
14150,76,Male,21,68.52,Month-to-month,Electronic check,1457.86,No
47140,56,Female,10,109.42,Month-to-month,Bank transfer,1043.05,Yes
29518,41,Female,18,20.95,Month-to-month,Credit card,364.61,Yes
10050,78,Male,54,73.62,Month-to-month,Bank transfer,3860.65,Yes
53346,37,Female,33,109.93,Month-to-month,Bank transfer,3637.32,No
75310,49,Male,36,12.55,Month-to-month,Bank transfer,426.81,No
20613,20,Female,69,50.4,One year,Credit card,3619.92,No
34287,59,Male,16,137.09,Month-to-month,Credit card,2247.65,No
59397,51,Male,11,117.69,One year,Mailed check,1271.31,No
38721,64,Female,62,56.16,Month-to-month,Electronic check,3500.56,No
31121,54,Female,63,53.91,Month-to-month,Mailed check,3347.04,No
46500,21,Male,57,78.65,Month-to-month,Credit card,4421.56,No
31419,30,Other,20,32.75,Two year,Bank transfer,664.33,No
1573,54,Male,12,76.95,Month-to-month,Credit card,893.78,No
78057,41,Male,42,144.9,Month-to-month,Credit card,6019.5,Yes
53084,22,Female,8,139.91,Month-to-month,Mailed check,1125.88,Yes
27806,55,Female,41,135.71,Month-to-month,Mailed check,5613.68,Yes
96811,27,Female,38,108.6,One year,Mailed check,4118.25,No
97650,35,Female,18,64.02,Two year,Credit card,1251.73,No
15843,68,Female,47,74.82,Month-to-month,Electronic check,3477.4,Yes
52853,50,Female,58,34.07,Month-to-month,Bank transfer,1920.89,Yes
50138,39,Female,50,17.83,Month-to-month,Electronic check,842.81,Yes
27538,65,Male,28,100.65,Month-to-month,Electronic check,2859.54,Yes
11856,33,Female,32,20.99,Two year,Mailed check,642.89,No
41094,61,Male,59,76.48,One year,Electronic check,4511.54,No
40942,62,Male,20,23.73,Month-to-month,Credit card,539.72,No
78213,51,Male,45,116.08,Two year,Electronic check,5161.12,No
70852,47,Female,16,90.76,Two year,Credit card,1478.03,No
85907,74,Male,26,13.21,Month-to-month,Electronic check,383.5,No
70227,24,Female,44,33.84,Two year,Mailed check,1500.58,No
17248,65,Female,54,123.86,Month-to-month,Mailed check,6662.44,No
91331,69,Male,21,90.59,Month-to-month,Mailed check,1947.29,No
74412,31,Male,2,48.98,One year,Electronic check,206.4,No
13736,63,Other,6,30.76,Month-to-month,Electronic check,147.27,Yes
75534,71,Male,21,106.66,One year,Bank transfer,2322.03,No
19779,43,Male,31,88.18,One year,Mailed check,2730.2,No
8094,78,Male,16,32.03,One year,Mailed check,596.01,No
92534,36,Male,68,70.78,Month-to-month,Electronic check,4717.62,No
82193,22,Female,15,72.7,Month-to-month,Credit card,1135.18,No
67484,46,Female,1,141.66,Month-to-month,Mailed check,174.11,Yes
46678,39,Female,7,129.82,Month-to-month,Electronic check,911.99,Yes
74258,74,Female,1,105.86,One year,Electronic check,62.62,Yes
54569,42,Female,1,105.69,Month-to-month,Electronic check,125.37,Yes
61461,73,Female,69,114.67,Month-to-month,Electronic check,8012.67,Yes
31022,41,Female,14,43.03,One year,Mailed check,583.29,No
2130,60,Female,21,117.9,One year,Mailed check,2410.66,No
95185,67,Female,50,87.63,Month-to-month,Mailed check,4363.12,No
11864,42,Female,21,81.21,One year,Bank transfer,1702.53,No
55043,39,Female,19,38.36,Month-to-month,Electronic check,694.69,No
14425,45,Female,10,146.59,One year,Credit card,1411.94,Yes
52151,52,Male,30,21.19,One year,Electronic check,776.25,No
9162,62,Male,2,36.62,One year,Bank transfer,94.38,Yes
42666,72,Female,3,37.91,Month-to-month,Bank transfer,84.33,No
7316,75,Female,2,82.63,One year,Mailed check,121.15,No
2181,52,Male,52,104.43,Month-to-month,Electronic check,5380.64,No
67359,60,Male,5,39.35,Two year,Bank transfer,204.39,No
9601,64,Female,45,86.93,Month-to-month,Mailed check,3862.5,No
35737,61,Male,24,102.34,Two year,Electronic check,2525.86,Yes
30465,18,Female,21,56.33,One year,Electronic check,1138.4,No
10572,74,Male,65,98.18,One year,Mailed check,6292.07,No
85767,80,Male,57,44.4,Month-to-month,Credit card,2529.34,No
6176,30,Female,3,42.29,Month-to-month,Mailed check,122.74,Yes
31197,78,Male,7,35.61,Month-to-month,Mailed check,178.88,Yes
77458,74,Female,50,133.39,Two year,Mailed check,6729.51,No
1222,32,Male,34,70.74,One year,Bank transfer,2405.65,No
74449,38,Male,19,32.87,Month-to-month,Electronic check,691.88,No
37038,27,Female,12,68.81,Month-to-month,Electronic check,801.1,Yes
16291,31,Male,62,23.38,Two year,Electronic check,1373.48,No
25453,46,Male,72,58.79,Month-to-month,Credit card,4261.26,No
33563,44,Female,25,43.78,Month-to-month,Mailed check,1171.12,No
656,66,Female,69,125.14,Month-to-month,Bank transfer,8565.6,Yes
43384,56,Male,65,75.83,Two year,Credit card,4919.14,No
64833,72,Female,36,65.42,One year,Mailed check,2337.91,No
37692,67,Male,24,128.43,Two year,Electronic check,3088.19,No
50195,58,Female,63,92.24,Month-to-month,Mailed check,5772.06,No
64798,20,Female,57,104.07,Month-to-month,Electronic check,5980.53,Yes
34273,57,Male,20,43.22,Month-to-month,Mailed check,834.29,Yes
4051,51,Male,17,110.27,Month-to-month,Credit card,1839.32,Yes
87072,46,Male,20,26.18,Month-to-month,Electronic check,562.68,Yes
81773,50,Male,42,75.29,One year,Mailed check,3185.36,No
70997,76,Male,9,80.57,Month-to-month,Mailed check,751.31,Yes
4368,36,Male,42,49.69,Two year,Bank transfer,2101.29,No
56346,64,Male,71,27.61,Month-to-month,Electronic check,1979.69,No
45918,72,Male,23,128.1,Two year,Electronic check,2938.14,Yes
46369,64,Male,2,20.59,Month-to-month,Mailed check,35.91,No
90890,53,Male,5,138.01,Month-to-month,Electronic check,624.0,Yes
5074,70,Male,56,22.83,Month-to-month,Mailed check,1322.7,No
35991,64,Male,69,32.56,Month-to-month,Mailed check,2255.64,No
10502,72,Male,16,15.13,Month-to-month,Electronic check,223.21,No
55930,71,Male,47,142.64,Month-to-month,Bank transfer,6590.42,No
11015,53,Male,39,111.54,Month-to-month,Bank transfer,4340.84,No
80128,55,Female,27,90.05,Month-to-month,Mailed check,2499.2,No
40039,61,Male,52,117.35,Month-to-month,Mailed check,6160.82,Yes
69576,71,Male,5,32.21,Month-to-month,Credit card,104.57,No
8787,33,Female,72,137.0,Month-to-month,Credit card,9894.31,No
60719,58,Male,9,85.26,Month-to-month,Mailed check,784.54,Yes
55432,50,Male,32,137.67,One year,Electronic check,4421.19,No
95341,32,Other,26,57.5,One year,Electronic check,1458.34,No
19213,36,Male,60,112.96,One year,Mailed check,6662.68,No
94482,65,Male,72,61.38,Month-to-month,Bank transfer,4396.36,No
41047,38,Male,67,109.49,Month-to-month,Bank transfer,7294.8,Yes
3790,21,Female,63,38.12,Month-to-month,Credit card,2336.39,No
90092,45,Male,57,95.94,Two year,Electronic check,5436.9,No
58117,43,Male,55,45.57,One year,Electronic check,2480.77,No
22507,46,Male,30,122.86,Month-to-month,Mailed check,3671.79,No
17920,56,Female,67,110.0,Month-to-month,Electronic check,7372.0,Yes
96635,26,Male,71,130.9,Two year,Electronic check,9253.55,No
8570,72,Female,37,92.63,One year,Credit card,3459.24,No
88174,71,Male,50,141.58,One year,Mailed check,7135.57,No
45795,38,Male,17,39.46,One year,Mailed check,747.62,No
73839,55,Male,41,137.97,Month-to-month,Electronic check,5689.31,Yes
15461,58,Female,23,72.66,Month-to-month,Mailed check,1737.7,No
8312,66,Male,37,27.28,Two year,Mailed check,974.99,No
64112,26,Female,63,73.15,Month-to-month,Electronic check,4545.88,No
9661,70,Female,40,52.13,Month-to-month,Credit card,2069.27,Yes
857,67,Male,40,77.07,Two year,Bank transfer,3044.27,No
57420,71,Female,17,38.08,Month-to-month,Electronic check,651.99,No
40012,67,Male,43,70.29,Month-to-month,Mailed check,3055.71,No
21178,46,Male,35,75.72,One year,Mailed check,2787.08,No
85575,30,Male,5,112.87,Month-to-month,Mailed check,462.22,Yes
22154,66,Female,44,48.61,Month-to-month,Mailed check,2049.51,No
66030,34,Male,25,17.97,One year,Electronic check,410.19,No
11469,75,Male,53,17.9,Two year,Credit card,863.89,No
65982,60,Female,51,94.93,Month-to-month,Mailed check,4832.56,No
37238,78,Male,11,148.35,One year,Bank transfer,1717.21,No
72376,22,Male,44,13.17,Month-to-month,Electronic check,566.57,No
83143,43,Female,38,81.7,One year,Electronic check,3114.33,No
20283,55,Male,37,92.5,Month-to-month,Credit card,3433.17,No
12388,25,Female,39,105.97,Month-to-month,Electronic check,4160.1,No
29870,68,Male,5,140.54,Month-to-month,Electronic check,747.51,Yes
78789,56,Female,16,126.76,One year,Credit card,2055.41,No
69418,18,Male,36,12.52,Month-to-month,Electronic check,367.3,No
10900,59,Male,26,98.44,One year,Electronic check,2584.96,No
22740,21,Female,10,77.91,One year,Electronic check,775.92,No
1415,73,Female,22,59.43,Month-to-month,Electronic check,1257.05,No
30953,73,Male,50,10.53,One year,Electronic check,545.71,No
56835,18,Other,54,64.27,One year,Electronic check,3469.1,No
38936,19,Female,12,78.54,Month-to-month,Bank transfer,958.49,Yes
32201,67,Male,62,18.0,Month-to-month,Credit card,1103.4,No
68845,53,Male,39,112.22,Month-to-month,Mailed check,4414.72,No
45692,36,Male,26,106.5,Month-to-month,Credit card,2732.89,No
72020,53,Female,44,54.65,Month-to-month,Electronic check,2325.01,No
80648,53,Female,59,46.81,Month-to-month,Mailed check,2743.69,Yes
20428,23,Female,52,11.0,Month-to-month,Credit card,685.98,Yes
11896,21,Female,17,141.11,One year,Electronic check,2393.03,No
4625,28,Female,43,93.45,Month-to-month,Bank transfer,4013.39,No
29506,71,Male,68,31.08,Month-to-month,Bank transfer,2097.93,Yes
12561,30,Female,41,134.29,Month-to-month,Electronic check,5582.64,Yes
38943,35,Female,5,147.6,Two year,Credit card,778.3,Yes
69606,74,Female,71,116.53,One year,Mailed check,8253.76,No
574,60,Male,3,135.2,Month-to-month,Mailed check,387.41,Yes
84866,43,Female,30,120.29,One year,Credit card,3613.48,No
51744,24,Male,21,100.76,Month-to-month,Mailed check,2095.09,Yes
74337,43,Female,45,122.95,Two year,Credit card,5546.87,No
86885,77,Male,64,99.53,One year,Electronic check,6318.81,No
36239,45,Female,72,80.6,Month-to-month,Electronic check,5746.93,No
50283,55,Male,68,51.92,One year,Mailed check,3513.13,No
7749,40,Male,51,138.04,Two year,Credit card,7059.79,No
45120,47,Male,28,55.43,One year,Mailed check,1473.26,No
99912,54,Female,23,117.87,Two year,Mailed check,2750.75,No
73382,45,Male,33,22.98,Month-to-month,Mailed check,747.68,No
60894,70,Female,63,145.52,Month-to-month,Credit card,9226.04,Yes
76179,80,Female,24,49.26,Month-to-month,Mailed check,1274.51,No
79844,18,Male,22,59.76,One year,Mailed check,1275.68,No
86324,21,Male,37,34.69,One year,Mailed check,1274.81,No
98518,53,Female,40,20.57,Two year,Credit card,741.97,No
76930,59,Male,29,134.22,Two year,Credit card,3980.83,No
17962,49,Female,13,47.76,Month-to-month,Electronic check,617.38,Yes
64846,70,Male,55,93.68,One year,Credit card,5112.85,No
28287,80,Female,41,67.57,One year,Mailed check,2773.46,No
16731,69,Female,22,46.35,Two year,Electronic check,1086.13,No
67703,35,Male,65,79.76,Month-to-month,Credit card,5094.02,No
81582,44,Male,38,53.1,One year,Mailed check,1966.5,No
2743,71,Male,64,60.98,Month-to-month,Electronic check,3866.45,No
